agreement_id,consultation_id,mechanism_type,consultation_forum,consultation_forum_other,consultation_agreement_forum,c_consultation_forum,party_consultation_referral,party_consultation_referral_third_party,c_party_consultation_referral,consultation_category,consultation_type,consultation_type_other,c_consultation_mechanism_type
360,D,0,1,N/A,"Meeting of states Parties, Special meeting of states parties","Ibid. Article 8.5. The requesting State Party may propose through the SecretaryGeneral of the United Nations the convening of a Special Meeting of the States Parties to consider the matter. The SecretaryGeneral of the United Nations shall thereupon communicate this proposal and all information submitted by the States Parties concerned, to all States Parties with a request that they indicate whether they favour a Special Meeting of the States Parties, for the purpose of considering the matter. In the event that within 14 days from the date of such communication, at least onethird of the States Parties favours such a Special Meeting, the SecretaryGeneral of the United Nations shall convene this Special Meeting of the States Parties within a further 14 days. A quorum for this Meeting shall consist of a majority of States Parties. Article 8.6. The Meeting of the States Parties or the Special Meeting of the States Parties, as the case may be, shall first determine whether to consider the matter further, taking into account all information submitted by the States Parties concerned. The Meeting of the States Parties or the Special Meeting of the States Parties shall make every effort to reach a decision by consensus. If despite all efforts to that end no agreement has been reached, it shall take this decision by a majority of States Parties present and voting.",0,N/A,N/A,1,8,N/A,"Ibid. Article 8.5. The requesting State Party may propose through the SecretaryGeneral of the United Nations the convening of a Special Meeting of the States Parties to consider the matter. The SecretaryGeneral of the United Nations shall thereupon communicate this proposal and all information submitted by the States Parties concerned, to all States Parties with a request that they indicate whether they favour a Special Meeting of the States Parties, for the purpose of considering the matter. In the event that within 14 days from the date of such communication, at least onethird of the States Parties favours such a Special Meeting, the SecretaryGeneral of the United Nations shall convene this Special Meeting of the States Parties within a further 14 days. A quorum for this Meeting shall consist of a majority of States Parties."
360,E,0,1,N/A,Meeting of States Parties,"Ibid. Article 10.1. The States Parties shall consult and cooperate with each other to settle any dispute that may arise with regard to the application or the interpretation of this Convention. Each State Party may bring any such dispute before the Meeting of the States Parties. 10.2. The Meeting of the States Parties may contribute to the settlement of the dispute by whatever means it deems appropriate, including offering its good offices, calling upon the States parties to a dispute to start the settlement procedure of their choice and recommending a timelimit for any agreed procedure.",0,N/A,N/A,1,6,N/A,"Ibid. Article 10.1. The States Parties shall consult and cooperate with each other to settle any dispute that may arise with regard to the application or the interpretation of this Convention. Each State Party may bring any such dispute before the Meeting of the States Parties. Article 10.2. The Meeting of the States Parties may contribute to the settlement of the dispute by whatever means it deems appropriate, including offering its good offices, calling upon the States parties to a dispute to start the settlement procedure of their choice and recommending a timelimit for any agreed procedure."
360,F,0,1,N/A,Meeting of States Parties,Ibid. Article 11.1. The States Parties shall meet regularly in order to consider any matter with regard to the application or implementation of this Convention…,0,N/A,N/A,0,4,N/A,"Ibid. Article 11.1. The States Parties shall meet regularly in order to consider any matter with regard to the application or implementation of this Convention, including. (a) The operation and status of this Convention. (b) Matters arising from the reports submitted under the provisions of this Convention. (c) International cooperation and assistance in accordance with Article 6. (d) The development of technologies to clear antipersonnel mines. (e) Submissions of States Parties under Article 8. and (f) Decisions relating to submissions of States Parties as provided for in Article 5."
364,A,0,1,N/A,N/A,"Article 12.1: ""The parties undertake to consult at the request of either party regarding the implementation of this agreement and the development of further cooperation in the field of peaceful uses of nuclear energy. """,0,N/A,N/A,0,0,N/A,"Article 12.1: ""The parties undertake to consult at the request of either party regarding the implementation of this agreement and the development of further cooperation in the field of peaceful uses of nuclear energy. """
370,A,0,0,N/A,Consultative Commitee Meeting,"Ibid. Article XX. 1. In order to attain the objectives of this Convention, the States Parties shall establish a Consultative Committee responsible for.a. promoting the exchange of information contemplated under this Convention.b. facilitating the exchange of information on domestic legislation and administrative procedures of the States Parties.c. encouraging cooperation between national liaison authorities to detect suspected illicit exports and imports of firearms, ammunition, explosives, and other related materials.d. promoting training and exchange of knowledge and experience among States Parties and technical assistance between States Parties and relevant international organizations, as well as academic studies.e. requesting from nonparty States, when appropriate, information on the illicit manufacturing of and trafficking in firearms, ammunition, explosives, and other related materials. andf. promoting measures to facilitate the application of this Convention.",0,N/A,N/A,0,0,N/A,"Ibid. Article XX. 1. In order to attain the objectives of this Convention, the States Parties shall establish a Consultative Committee responsible for.a. promoting the exchange of information contemplated under this Convention.b. facilitating the exchange of information on domestic legislation and administrative procedures of the States Parties.c. encouraging cooperation between national liaison authorities to detect suspected illicit exports and imports of firearms, ammunition, explosives, and other related materials.d. promoting training and exchange of knowledge and experience among States Parties and technical assistance between States Parties and relevant international organizations, as well as academic studies.e. requesting from nonparty States, when appropriate, information on the illicit manufacturing of and trafficking in firearms, ammunition, explosives, and other related materials. andf. promoting measures to facilitate the application of this Convention."
370,B,0,0,N/A,Conference of the States Parties,"Ibid. Article XXVII. Five years after the entry into force of this Convention, the depository shall convene a conference of the States Parties to examine the functioning and application of this Convention. Each conference shall determine the date on which the next conference should be held.",0,N/A,N/A,0,1,N/A,"Ibid. Article XXVII. Five years after the entry into force of this Convention, the depository shall convene a conference of the States Parties to examine the functioning and application of this Convention. Each conference shall determine the date on which the next conference should be held."
370,C,0,2,N/A,N/A,"Ibid. Article XXIX. Any dispute that may arise as to the application or interpretation of this Convention shall be resolved through diplomatic channels or, failing which, by any other means of peaceful settlement decided upon by the States Parties involved.",0,N/A,N/A,1,7,N/A,"Ibid. Article XXIX. Any dispute that may arise as to the application or interpretation of this Convention shall be resolved through diplomatic channels or, failing which, by any other means of peaceful settlement decided upon by the States Parties involved."
380,A,0,0,N/A,Conference of the States Parties,"Ibid. Article VIII. After seven years from the date of entry into force of this Convention, and upon the proposal by a majority of the States Parties, the depositary shall convene a conference of the States Parties. The purpose of such conference, and of any subsequent conferences, would be to examine the functioning and application of this Convention, and to consider further transparency measures consistent with the objective of this Convention, including modifications, pursuant to Article XI, to the categories of conventional weapons in Annex I.",0,N/A,N/A,0,1,N/A,"Ibid. Article VIII. After seven years from the date of entry into force of this Convention, and upon the proposal by a majority of the States Parties, the depositary shall convene a conference of the States Parties. The purpose of such conference, and of any subsequent conferences, would be to examine the functioning and application of this Convention, and to consider further transparency measures consistent with the objective of this Convention, including modifications, pursuant to Article XI, to the categories of conventional weapons in Annex I."
380,B,0,0,N/A,Conference of the States Parties,"Ibid. Article XI. Any State Party may submit to the depositary a proposal to amend this Convention. The depositary shall circulate any such proposal to all States Parties. Upon the request of a majority of the States Parties, the depositary shall, no sooner than 60 days from the date of such request, convene a conference of the States Parties to consider the proposed amendment. An amendment shall be adopted upon approval by two thirds of the States Parties present at the conference. Any amendment so adopted shall enter into force for the States ratifying, accepting, approving, or acceding to it 30 days after two thirds of the States Parties have deposited their respective instruments of ratification, acceptance, or approval of the amendment, or of accession thereto. Thereafter, such an amendment shall enter into force for any other State Party on the 30th day after that State Party deposits its instrument of ratification, acceptance, or approval of the amendment, or of accession thereto.",0,N/A,N/A,0,2,N/A,"Ibid. Article XI. Any State Party may submit to the depositary a proposal to amend this Convention. The depositary shall circulate any such proposal to all States Parties. Upon the request of a majority of the States Parties, the depositary shall, no sooner than 60 days from the date of such request, convene a conference of the States Parties to consider the proposed amendment. An amendment shall be adopted upon approval by two thirds of the States Parties present at the conference. Any amendment so adopted shall enter into force for the States ratifying, accepting, approving, or acceding to it 30 days after two thirds of the States Parties have deposited their respective instruments of ratification, acceptance, or approval of the amendment, or of accession thereto. Thereafter, such an amendment shall enter into force for any other State Party on the 30th day after that State Party deposits its instrument of ratification, acceptance, or approval of the amendment, or of accession thereto."
382,A,0,1,N/A,N/A,"Lahore Declaration, article 1",0,N/A,N/A,0,9,Parties shall engage in bilateral consultations on matters of security and nuclear doctrines,"Lahore Declaration, article 1"
382,B,0,1,N/A,N/A,"Lahore Declaration, article 6",0,N/A,N/A,0,1,N/A,N/A
382,C,0,1,N/A,N/A,"Lahore Declaration, article 7",0,N/A,N/A,0,1,N/A,N/A
382,D,0,1,N/A,N/A,"Lahore Declaration, article 8",0,N/A,N/A,0,9,"Parties shall engage in bilateral consultations on matters of security, disarmament and non-proliferation in multilateral negotations","Lahore Declaration, article 8"
384,A,0,1,N/A,N/A,"Article VI: ""Disputes between the Parties concerning the implementation of the Program shall be resolved through negotiation and consultations.""",0,N/A,N/A,1,6,N/A,"Article VI: ""Disputes between the Parties concerning the implementation of the Program shall be resolved through negotiation and consultations."""
386,A,0,1,N/A,N/A,"Assumed. Ex. Article 13.3: ""The Parties shall agree in the Joint Commission on procedures for handling and exchanging information within the JDEC that ensures the information's required protection.""",0,N/A,N/A,0,0,N/A,"Assumed. Ex. Article 13.3: ""The Parties shall agree in the Joint Commission on procedures for handling and exchanging information within the JDEC that ensures the information's required protection."""
388,A,0,1,N/A,N/A,"Article 17: ""The Parties shall hold consultations at least once a year, unless otherwise agreed, to consider matters relating to implementation of this Memorandum, as well as to discuss possible amendments thereto. Amendments to this Memorandum shall enter into force upon agreement of the Parties.""",0,N/A,N/A,0,0,N/A,"Article 17: ""The Parties shall hold consultations at least once a year, unless otherwise agreed, to consider matters relating to implementation of this Memorandum, as well as to discuss possible amendments thereto. Amendments to this Memorandum shall enter into force upon agreement of the Parties."""
390,A,0,0,N/A,Bilateral Implementation Commission,"ibid. Treaty. Article III. For purposes of implementing this Treaty, the Parties shall hold meetings at least twice a year of a Bilateral Implementation Commission..",0,N/A,N/A,0,0,N/A,"ibid. Treaty. Article III. For purposes of implementing this Treaty, the Parties shall hold meetings at least twice a year of a Bilateral Implementation Commission.."
392,A,0,0,N/A,Meeting of Subscribing States,"Article 4:A: ""Subscribing States determine to:Hold regular meetings, annually or as otherwise agreed by Subscribing States;Take all decisions, both substantive and procedural, by a consensus of the Subscribing States present;Use these meetings to define, review and further develop the workings of the Code, including in such ways as:establishing procedures regarding the exchange of notifications and other information in the framework of the Code;establishing an appropriate mechanism for the voluntary resolution of questions arising from national declarations, and/or questions pertaining to Ballistic Missile and/or Space Launch Vehicle programmes;naming of a Subscribing State to serve as an immediate central contact for collecting and disseminating Confidence Building Measures submissions, receiving and announcing the subscription of additional States, and other tasks as agreed by Subscribing States; and others as may be agreed by the Subscribing States, including possible amendments to the Code.""",0,N/A,N/A,0,1,N/A,"Article 4:A: ""Subscribing States determine to:Hold regular meetings, annually or as otherwise agreed by Subscribing States;Take all decisions, both substantive and procedural, by a consensus of the Subscribing States present;Use these meetings to define, review and further develop the workings of the Code, including in such ways as:establishing procedures regarding the exchange of notifications and other information in the framework of the Code;establishing an appropriate mechanism for the voluntary resolution of questions arising from national declarations, and/or questions pertaining to Ballistic Missile and/or Space Launch Vehicle programmes;naming of a Subscribing State to serve as an immediate central contact for collecting and disseminating Confidence Building Measures submissions, receiving and announcing the subscription of additional States, and other tasks as agreed by Subscribing States; and others as may be agreed by the Subscribing States, including possible amendments to the Code."""
405,A,0,1,N/A,N/A,"Agreement, article 8",0,N/A,N/A,0,1,N/A,"Agreement, article 8"
405,B,0,1,N/A,N/A,"Agreement, article 8",0,N/A,N/A,0,2,N/A,"Agreement, article 8"
420,A,0,0,N/A,Consultative Committee Meeting,"Rules of Procedure to Implement Article 10 of the Treaty on a Nuclear Weapon Free Zone in Central Asia, CENTRAL ASIAN NUCLEARWEAPONFREE ZONE. Accessed 21082023. NTI(Inventory of International Nonproliferation Organizations and Regimes James Martin Center for Nonproliferation Studies). https.//www.nti.org/wpcontent/uploads/2021/09/central_asia_canwfz_treaty.pdf. Article 1. Consultative meetings. Pursuant to Article 10 of the Treaty on a Nuclear Weapon Free Zone in Central Asia the Parties shall hold annual meetings or extraordinary meetings in order to review compliance with the Treaty or other matters related to its implementation.",0,N/A,N/A,0,0,N/A,"Rules of Procedure to Implement Article 10 of the Treaty on a NuclearWeaponFree Zone in Central Asia, CENTRAL ASIAN NUCLEARWEAPONFREE ZONE. Accessed 21082023. NTI(Inventory of International Nonproliferation Organizations and Regimes James Martin Center for Nonproliferation Studies). https.//www.nti.org/wpcontent/uploads/2021/09/central_asia_canwfz_treaty.pdf. Article 1. Consultative meetings. Pursuant to Article 10 of the Treaty on a Nuclear Weapon Free Zone in Central Asia the Parties shall hold annual meetings or extraordinary meetings in order to review compliance with the Treaty or other matters related to its implementation."
420,B,0,0,N/A,Extraordinary session of the Consultative Committee Meeting,"Rules of Procedure to Implement Article 10 of the Treaty on a NuclearWeaponFree Zone in Central Asia, CENTRAL ASIAN NUCLEARWEAPONFREE ZONE. Accessed 21082023. NTI(Inventory of International Nonproliferation Organizations and Regimes James Martin Center for Nonproliferation Studies). https.//www.nti.org/wpcontent/uploads/2021/09/central_asia_canwfz_treaty.pdf. Article 3.1. Extraordinary consultative meetings shall be convened, at the request of any Party to the Treaty, whenever that motion is seconded by two other Parties.",0,N/A,N/A,1,5,N/A,"Rules of Procedure to Implement Article 10 of the Treaty on a NuclearWeaponFree Zone in Central Asia, CENTRAL ASIAN NUCLEARWEAPONFREE ZONE. Accessed 21082023. NTI(Inventory of International Nonproliferation Organizations and Regimes James Martin Center for Nonproliferation Studies). https.//www.nti.org/wpcontent/uploads/2021/09/central_asia_canwfz_treaty.pdf. Article 3.1. Extraordinary consultative meetings shall be convened, at the request of any Party to the Treaty, whenever that motion is seconded by two other Parties."
420,C,0,0,N/A,Consultative Committee Meeting,"Ibid. Article 17. a)b). (a) Any amendment to this Treaty, proposed by а Party, shall be circulated by it to all Parties and submitted to the Consultative Meeting at least 90 days before the Meeting. (b) Decisions on the adoption of such an amendment shall be taken by consensus of the Parties. ",0,N/A,N/A,0,2,N/A,"Ibid. Article 17. a)b). (a) Any amendment to this Treaty, proposed by а Party, shall be circulated by it to all Parties and submitted to the Consultative Meeting at least 90 days before the Meeting. (b) Decisions on the adoption of such an amendment shall be taken by consensus of the Parties. "
425,A,0,0,N/A,The Conference of all Parties to ECOWAS ,Article 28.,0,N/A,N/A,0,1,N/A,Article 28.
430,A,0,0,N/A,"Meeting of States parties, Review Conference","If a State Party believes that it will be unable to destroy or ensure the destruction of all cluster munitions referred to in paragraph 1 of this Article within eight years of entry into force of this Convention for that State Party it may submit a request to a Meeting of States Parties or a Review Conference for an extension of the deadline for completing the destruction of such cluster munitions by a period of up to four years.‘Convention on Cluster Munitions’, 30 May 2008. Article 3, Paragraph 3. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf.",0,N/A,N/A,0,9,Extention consultation,"If a State Party believes that it will be unable to destroy or ensure the destruction of all cluster munitions referred to in paragraph 1 of this Article within eight years of entry into force of this Convention for that State Party it may submit a request to a Meeting of States Parties or a Review Conference for an extension of the deadline for completing the destruction of such cluster munitions by a period of up to four years.‘Convention on Cluster Munitions’, 30 May 2008. Article 3, Paragraph 3. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf."
430,B,0,1,N/A,N/A,"When a dispute arises between two or more States Parties relating to theinterpretation or application of this Convention, the States Parties concerned shallconsult together with a view to the expeditious settlement of the dispute bynegotiation or by other peaceful means of their choice, including recourse to theMeeting of States Parties and referral to the International Court of Justice inconformity with the Statute of the Court. ‘Convention on Cluster Munitions’, 30 May 2008. Article 10, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf.",1,International Court of Justice,"When a dispute arises between two or more States Parties relating to theinterpretation or application of this Convention, the States Parties concerned shallconsult together with a view to the expeditious settlement of the dispute bynegotiation or by other peaceful means of their choice, including recourse to theMeeting of States Parties and referral to the International Court of Justice inconformity with the Statute of the Court. ‘Convention on Cluster Munitions’, 30 May 2008. Article 10, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf.",1,6,N/A,"When a dispute arises between two or more States Parties relating to theinterpretation or application of this Convention, the States Parties concerned shallconsult together with a view to the expeditious settlement of the dispute bynegotiation or by other peaceful means of their choice, including recourse to theMeeting of States Parties and referral to the International Court of Justice inconformity with the Statute of the Court. ‘Convention on Cluster Munitions’, 30 May 2008. Article 10, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf."
430,C,0,0,N/A,Meeting of States Parties,"The States Parties shall meet regularly in order to consider and, wherenecessary, take decisions in respect of any matter with regard to the application orimplementation of this Convention, including.(a) The operation and status of this Convention.(b) Matters arising from the reports submitted under the provisions of thisConvention.(c) International cooperation and assistance in accordance with Article 6of this Convention.(d) The development of technologies to clear cluster munition remnants.(e) Submissions of States Parties under Articles 8 and 10 of thisConvention. and(f) Submissions of States Parties as provided for in Articles 3 and 4 of thisConvention.‘Convention on Cluster Munitions’, 30 May 2008. Article 11, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf.",0,N/A,N/A,0,0,N/A,"The States Parties shall meet regularly in order to consider and, wherenecessary, take decisions in respect of any matter with regard to the application orimplementation of this Convention, including.(a) The operation and status of this Convention.(b) Matters arising from the reports submitted under the provisions of thisConvention.(c) International cooperation and assistance in accordance with Article 6of this Convention.(d) The development of technologies to clear cluster munition remnants.(e) Submissions of States Parties under Articles 8 and 10 of thisConvention. and(f) Submissions of States Parties as provided for in Articles 3 and 4 of thisConvention.‘Convention on Cluster Munitions’, 30 May 2008. Article 11, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf."
430,D,0,0,N/A,Meeting of States Parties,"The States Parties shall meet regularly in order to consider and, wherenecessary, take decisions in respect of any matter with regard to the application orimplementation of this Convention, including.(a) The operation and status of this Convention.(b) Matters arising from the reports submitted under the provisions of thisConvention.(c) International cooperation and assistance in accordance with Article 6of this Convention.(d) The development of technologies to clear cluster munition remnants.(e) Submissions of States Parties under Articles 8 and 10 of thisConvention. and(f) Submissions of States Parties as provided for in Articles 3 and 4 of thisConvention.‘Convention on Cluster Munitions’, 30 May 2008. Article 11, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf.",0,N/A,N/A,0,4,N/A,"The States Parties shall meet regularly in order to consider and, wherenecessary, take decisions in respect of any matter with regard to the application orimplementation of this Convention, including.(a) The operation and status of this Convention.(b) Matters arising from the reports submitted under the provisions of thisConvention.(c) International cooperation and assistance in accordance with Article 6of this Convention.(d) The development of technologies to clear cluster munition remnants.(e) Submissions of States Parties under Articles 8 and 10 of thisConvention. and(f) Submissions of States Parties as provided for in Articles 3 and 4 of thisConvention.‘Convention on Cluster Munitions’, 30 May 2008. Article 11, Paragraph 1. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf."
430,E,0,0,N/A,Review Conference,"The purpose of the Review Conference shall be.(a) To review the operation and status of this Convention.(b) To consider the need for and the interval between further Meetings ofStates Parties referred to in paragraph 2 of Article 11 of thisConvention. and(c) To take decisions on submissions of States Parties as provided for inArticles 3 and 4 of this Convention.‘Convention on Cluster Munitions’, 30 May 2008. Article 12, Paragraph 2. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf.",0,N/A,N/A,0,1,N/A,"The purpose of the Review Conference shall be.(a) To review the operation and status of this Convention.(b) To consider the need for and the interval between further Meetings ofStates Parties referred to in paragraph 2 of Article 11 of thisConvention. and(c) To take decisions on submissions of States Parties as provided for inArticles 3 and 4 of this Convention.‘Convention on Cluster Munitions’, 30 May 2008. Article 12, Paragraph 2. https.//www.clusterconvention.org/files/convention_text/ConventionENG.pdf."
430,F,0,0,N/A,Amendment Conference ,"Ibid. Article 13.1. At any time after its entry into force any State Party may propose amendments to this Convention. Any proposal for an amendment shall be communicated to the SecretaryGeneral of the United Nations, who shall circulate it to all States Parties and shall seek their views on whether an Amendment Conference should be convened to consider the proposal. If a majority of the States Parties notify the SecretaryGeneral of the United Nations no later than 90 days after its circulation that they support further consideration of the proposal, the SecretaryGeneral of the United Nations shall convene an Amendment Conference to which all States Parties shall be invited.",0,N/A,N/A,0,2,N/A,"Ibid. Article 13.1. At any time after its entry into force any State Party may propose amendments to this Convention. Any proposal for an amendment shall be communicated to the SecretaryGeneral of the United Nations, who shall circulate it to all States Parties and shall seek their views on whether an Amendment Conference should be convened to consider the proposal. If a majority of the States Parties notify the SecretaryGeneral of the United Nations no later than 90 days after its circulation that they support further consideration of the proposal, the SecretaryGeneral of the United Nations shall convene an Amendment Conference to which all States Parties shall be invited."
440,A,0,0,N/A,"The first Conference of States Parties, Review Conference","Ibid. Article 34. 45. 4. The first Conference of States Parties shall be responsible for reviewing the implementation of this Convention and may have additional mandates in accordance with decisions taken by the States Parties. The subsequent conferences of States Parties shall be held once every two years, beginning two years from the date of the first conference, in order to review the state of implementation of this Convention. 5. Five years after the entry into force of this Convention, the Secretary General of the United Nations shall convene a review conference. The Secretary General shall also convene other review conferences at the request of one or more States Parties. ",0,N/A,N/A,0,1,N/A,"Ibid. Article 34. 45. 4. The first Conference of States Parties shall be responsible for reviewing the implementation of this Convention and may have additional mandates in accordance with decisions taken by the States Parties. The subsequent conferences of States Parties shall be held once every two years, beginning two years from the date of the first conference, in order to review the state of implementation of this Convention. 5. Five years after the entry into force of this Convention, the Secretary General of the United Nations shall convene a review conference. The SecretaryGeneral shall also convene other review conferences at the request of one or more States Parties. "
440,B,0,0,N/A,Conference of States Parties,Ibid. Article 37.3. Amendments shall be adopted by consensus at the Conference of States Parties.,0,N/A,N/A,0,2,N/A,Ibid. Article 37.3. Amendments shall be adopted by consensus at the Conference of States Parties.
440,C,0,1,N/A,N/A,"Ibid. Article 41.2. In the event of any dispute between two or more States Parties concerning the interpretation or application of this Convention, the States Parties in question shall consult each other with a view to settling the dispute quickly through negotiation or by any other peaceful means of their choosing, including recourse to the good offices of the SecretaryGeneral of ECCAS, the SecretaryGeneral of the United Nations or an extraordinary Conference of States Parties. ",1,"Secretary General of ECCAS, the Secretary-general of the United Nations or an Extraordinary Conference of States Parties",n/a,1,6,N/A,"Ibid. Article 41.2. In the event of any dispute between two or more States Parties concerning the interpretation or application of this Convention, the States Parties in question shall consult each other with a view to settling the dispute quickly through negotiation or by any other peaceful means of their choosing, including recourse to the good offices of the SecretaryGeneral of ECCAS, the SecretaryGeneral of the United Nations or an extraordinary Conference of States Parties. "
450,A,0,0,N/A,Conference of State Parties,"Ibid. Article 17.4. The Conference of States Parties shall. (a) Review the implementation of this Treaty, including developments in the field of conventional arms.(b) Consider and adopt recommendations regarding the implementation and operation of this Treaty, in particular the promotion of its universality.(c) Consider amendments to this Treaty in accordance with Article 20.(d) Consider issues arising from the interpretation of this Treaty.(e) Consider and decide the tasks and budget of the Secretariat.(f) Consider the establishment of any subsidiary bodies as may be necessary to improve the functioning of this Treaty.",0,N/A,N/A,0,1,N/A,"Ibid. Article 17.4. The Conference of States Parties shall. (a) Review the implementation of this Treaty, including developments in the field of conventional arms.(b) Consider and adopt recommendations regarding the implementation and operation of this Treaty, in particular the promotion of its universality.(c) Consider amendments to this Treaty in accordance with Article 20.(d) Consider issues arising from the interpretation of this Treaty.(e) Consider and decide the tasks and budget of the Secretariat.(f) Consider the establishment of any subsidiary bodies as may be necessary to improve the functioning of this Treaty."
450,B,0,0,N/A,Conference of State Parties,"Ibid. Article 17.4. (a) Review the implementation of this Treaty, including developments in the field of conventional arms.(b) Consider and adopt recommendations regarding the implementation and operation of this Treaty, in particular the promotion of its universality.(c) Consider amendments to this Treaty in accordance with Article 20.(d) Consider issues arising from the interpretation of this Treaty.(e) Consider and decide the tasks and budget of the Secretariat.(f) Consider the establishment of any subsidiary bodies as may be necessary to improve the functioning of this Treaty.",0,N/A,N/A,0,2,N/A,"Ibid. Article 20.1. Six years after the entry into force of this Treaty, any State Party may propose an amendment to this Treaty. Thereafter, proposed amendments may only be considered by the Conference of States Parties every three years."
450,C,0,0,N/A,Conference of State Parties,"Ibid. Article 17.4. (a) Review the implementation of this Treaty, including developments in the field of conventional arms.(b) Consider and adopt recommendations regarding the implementation and operation of this Treaty, in particular the promotion of its universality.(c) Consider amendments to this Treaty in accordance with Article 20.(d) Consider issues arising from the interpretation of this Treaty.(e) Consider and decide the tasks and budget of the Secretariat.(f) Consider the establishment of any subsidiary bodies as may be necessary to improve the functioning of this Treaty.",0,N/A,N/A,1,7,N/A,"Ibid. Article 17.4. (a) Review the implementation of this Treaty, including developments in the field of conventional arms.(b) Consider and adopt recommendations regarding the implementation and operation of this Treaty, in particular the promotion of its universality.(c) Consider amendments to this Treaty in accordance with Article 20.(d) Consider issues arising from the interpretation of this Treaty.(e) Consider and decide the tasks and budget of the Secretariat.(f) Consider the establishment of any subsidiary bodies as may be necessary to improve the functioning of this Treaty."
450,D,0,1,N/A,N/A,"Ibid. Article 19.1. 1.  States Parties shall consult and, by mutual consent, cooperate to pursue settlement of any dispute that may arise between them with regard to the interpretation or application of this Treaty including through negotiations, mediation, conciliation, judicial settlement or other peaceful means.2.  States Parties may pursue, by mutual consent, arbitration to settle any dispute between them, regarding issues concerning the interpretation or application of this Treaty.",0,N/A,N/A,1,6,N/A,"Ibid. Article 19.1. 1.  States Parties shall consult and, by mutual consent, cooperate to pursue settlement of any dispute that may arise between them with regard to the interpretation or application of this Treaty including through negotiations, mediation, conciliation, judicial settlement or other peaceful means.2.  States Parties may pursue, by mutual consent, arbitration to settle any dispute between them, regarding issues concerning the interpretation or application of this Treaty."
450,E,0,0,N/A,Extraordinary Meeting of the Conference of States Parties,"Ibid. Article 17.5. Extraordinary meetings of the Conference of States Parties shall be held at such other times as may be deemed necessary by the Conference of States Parties, or at the written request of any State Party provided that this request is supported by at least twothirds of the States Parties.",0,N/A,N/A,1,5,N/A,"Ibid. Article 17.5. Extraordinary meetings of the Conference of States Parties shall be held at such other times as may be deemed necessary by the Conference of States Parties, or at the written request of any State Party provided that this request is supported by at least twothirds of the States Parties."
460,A,0,0,N/A,Joint Commission,Ibid. Annex IV Joint Commission. 2. Functions.,0,N/A,N/A,0,4,N/A,Ibid. Annex IV Joint Commission. 2. Functions.
460,B,0,0,N/A,Joint Commission,"Ibid. Article 36. If Iran believed that any or all of the E3/EU+3 were not meeting their commitments under this JCPOA, Iran could refer the issue to the Joint Commission for resolution. similarly, if any of the E3/EU+3 believed that Iran was not meeting its commitments under this JCPOA, any of the E3/EU+3 could do the same. The Joint Commission would have 15 days to resolve the issue, unless the time period was extended by consensus. After Joint Commission consideration, any participant could refer the issue to Ministers of Foreign Affairs, if it believed the compliance issue had not been resolved.",1,Ministers of Foreign Affairs,"Ibid. Article 36. If Iran believed that any or all of the E3/EU+3 were not meeting their commitments under this JCPOA, Iran could refer the issue to the Joint Commission for resolution. similarly, if any of the E3/EU+3 believed that Iran was not meeting its commitments under this JCPOA, any of the E3/EU+3 could do the same. The Joint Commission would have 15 days to resolve the issue, unless the time period was extended by consensus. After Joint Commission consideration, any participant could refer the issue to Ministers of Foreign Affairs, if it believed the compliance issue had not been resolved.",1,8,N/A,"Ibid. Article 36. If Iran believed that any or all of the E3/EU+3 were not meeting their commitments under this JCPOA, Iran could refer the issue to the Joint Commission for resolution. similarly, if any of the E3/EU+3 believed that Iran was not meeting its commitments under this JCPOA, any of the E3/EU+3 could do the same. The Joint Commission would have 15 days to resolve the issue, unless the time period was extended by consensus. After Joint Commission consideration, any participant could refer the issue to Ministers of Foreign Affairs, if it believed the compliance issue had not been resolved."
470,A,0,0,N/A,Meeting of States Parties,"Ibid. Article 8. 1. The States Parties shall meet regularly in order to consider and, where necessary, take decisions in respect of any matter with regard to the application or implementation of this Treaty, in accordance with its relevant provisions, and on further measures for nuclear disarmament, including. (a) The implementation and status of this Treaty. (b) Measures for the verified, timebound and irreversible elimination of nuclearweapon programmes, including additional protocols to this Treaty. (c) Any other matters pursuant to and consistent with the provisions of this Treaty.",0,N/A,N/A,0,0,N/A,"Ibid. Article 8. 1. The States Parties shall meet regularly in order to consider and, where necessary, take decisions in respect of any matter with regard to the application or implementation of this Treaty, in accordance with its relevant provisions, and on further measures for nuclear disarmament, including. (a) The implementation and status of this Treaty. (b) Measures for the verified, timebound and irreversible elimination of nuclearweapon programmes, including additional protocols to this Treaty. (c) Any other matters pursuant to and consistent with the provisions of this Treaty."
